Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,24/08/2023,Employee education,CDIO - Core,INSIGHT DIRECT (UK) LTD,5100031548,"144,169.08",Employee education,S9 2BU,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100031616,"1,045,591.20",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013480,"-32,565.73",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013481,"-31,475.80",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013484,"-64,798.36",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013486,"-30,586.53",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013487,"-274,653.03",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013495,"-60,340.79",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013500,"-83,974.60",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1700013501,"-100,040.30",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Tribunal appellant costs,Solicitor's Office & Legal Services,AMK Distribution Ltd,1900278477,"45,000.00",Costs awarded against department,NN7 4LS,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278497,"33,237.43",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278498,"65,011.65",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278500,"32,632.32",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278501,"34,001.74",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278502,"31,674.75",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278505,"86,202.50",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278507,"64,135.34",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278508,"63,617.10",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278513,"47,976.05",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278515,"274,658.81",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278516,"260,091.11",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278519,"46,913.44",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278520,"68,363.13",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278522,"91,758.46",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278524,"99,640.56",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278525,"100,876.44",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278533,"40,178.25",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278537,"92,548.60",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278538,"60,333.21",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278539,"60,694.89",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278545,"64,088.23",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278546,"30,780.11",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278547,"29,641.43",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278551,"34,142.13",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278554,"83,625.79",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278555,"85,957.61",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,Utility Payments - electricity,Estates,Inspired Energy plc,1900278556,"37,076.43",Monthly electricity for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100031612,"284,351.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100031614,"267,730.77",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100031615,"413,300.33",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ACCENTURE (UK) LTD,5100031619,"316,607.33",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,25/08/2023,Soft Licen Off shelf,CDIO Transformation Programmes,SPECIALIST COMPUTER CTR,5100031632,"29,045.88",Soft Licen Off shelf,B11 2LE,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100031641,"48,250.15",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CGI IT UK LTD,5100031654,"74,214.48",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,CAPGEMINI,5100031655,"453,170.44",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,CAPGEMINI,5100031656,"43,779.60",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,25/08/2023,Research (VAT rec),Knowledge Analysis & Intelligence,BMG Research,5100031759,"25,750.00",Research Services ,B15 3BE,,,,
HMRC,HMRC,25/08/2023,Legal Ser. (ZR VAT),CFO Transformation Programmes,GOVERNMENT PROPERTY AGENCY,5100031762,"45,810.00",Manchester Regional Centre. Professional Services - Property Services. July 23,SW1H 0NN,,,,
HMRC,HMRC,25/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100031776,"21,619.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,25/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100031788,"821,613.51",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,29/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1700013526,"-46,198.61",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1700013527,"-30,600.06",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Project Development,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,1900278375,"44,082.50",Project Development,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,SOFTCAT LTD,1900280587,"1,298,338.07",Virtual Hosting and Infrastructure,SL7 1LW,,,,
HMRC,HMRC,29/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900280634,"58,126.69",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900280644,"89,783.23",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Utility Payments - gas,Estates,Inspired Energy plc,1900280657,"58,839.66",Monthly gas for HMRC buildings across the UK.,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Utility Payments - water,Estates,Inspired Energy plc,1900280693,"27,649.66",Biannual water billing for S1751 Cardiff,PR4 2TZ,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100031324,"32,361.75",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100031327,"45,347.25",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100031340,"40,068.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100031342,"511,705.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100031343,"280,514.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100031344,"168,842.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100031346,"379,218.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,PDC Customer Strategy & Tax Design,EQUAL EXPERTS UK LTD,5100031361,"47,325.86",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100031363,"37,172.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100031364,"971,905.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100031365,"199,015.63",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100031379,"25,100.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100031386,"74,408.75",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100031771,"508,273.92",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100031773,"225,899.52",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,Contin Labor Build,Transformation Making Tax Digital,EQUAL EXPERTS UK LTD,5100031808,"24,486.00",PROJECT Mandays HMRC,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,Baringa Partners LLP,5100031813,"490,704.00",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,29/08/2023,Training and tuition,CDIO Transformation Programmes,CABINET OFFICE,5100031817,"52,000.00",Training and tuition,FY1 9JN,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,FUJITSU SERVICES LTD,5100031824,"68,745.12",PROJECT Mandays Supp,WA3 6GD,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100031831,"260,221.70",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,29/08/2023,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100031834,"1,328,059.85",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,29/08/2023,Oth PFI unitary chrg,Estates,NEWCASTLE ESTATE PARTNERSHIP,5100031834,"2,077,221.82",Charges for accommodation provided under the Newcastle Private Finance Initiative contract,BS1 4DJ,,,,
HMRC,HMRC,29/08/2023,CS Learning,CCG Transformation,CSL - KPMG LLP,5100031900,"36,250.74",Training Costs,E14 5GL,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,COGNIZANT,5100031916,"109,488.00",CDCS - Quarter 2 - Cognizant,W2 6BD,,,,
HMRC,HMRC,29/08/2023,SW Lic Sup Off shlf,HMRC Security,BOXXE LTD,5100031925,"100,000.00",SW Lic Sup Off shlf,YO31 7RE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,TECKNUOVO LTD,5100032059,"266,224.00",PROJECT Mandays Supp,N1 7GU,,,,
HMRC,HMRC,29/08/2023,Research (VAT rec),Knowledge Analysis & Intelligence,Ipsos MORI,5100032067,"22,955.00",Research Services ,SE1 1FY,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100032078,"993,410.55",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100032079,"231,917.00",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100032084,"46,422.10",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,29/08/2023,PROJECT Mandays Supp,CCG Transformation Programmes,CAPGEMINI,5100032097,"173,359.25",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,30/08/2023,Management of Agreement & Admin Costs,CDIO - Core,ACCENTURE (UK) LTD,1700012785,"-968,172.00",Management of Agreement & Admin Costs,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,System Maintenance,CDIO - Core,ACCENTURE (UK) LTD,1900254305,"556,134.43",System Maintenance,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,Ad campaign ser.,HMRC Communications,MANNING GOTTLIEB OMD A DIVISION OF,5100023435,"-57,656.45",Ad campaign ser.,SE1 0SW,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100029964,"41,642.56",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,ACCENTURE (UK) LTD,5100029964,"161,500.83",PROJECT Mandays HMRC,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,PDC Customer Strategy & Tax Design,ACCENTURE (UK) LTD,5100030308,"52,396.30",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100030328,"23,744.47",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,Ad campaign ser.,HMRC Communications,MANNING GOTTLIEB OMD A DIVISION OF,5100030503,"23,106.52",Ad campaign ser.,SE1 0SW,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100030844,"57,330.67",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Operational Excellence & Output Mgmt,ACCENTURE (UK) LTD,5100031243,"32,218.92",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100031819,"36,857.71",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100032135,"37,765.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,30/08/2023,Staff transfer - Rep,CDIO - Core,CABINET OFFICE,5100032148,"290,525.00",Staff transfer - Rep,FY1 9JN,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ATOS IT SERVICES UK LTD,5100032152,"151,108.00",IT Contractors,WC1V 6EA,,,,
HMRC,HMRC,30/08/2023,Contin Labor Build,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100032154,"42,795.09",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100032155,"86,066.08",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,30/08/2023,Contin Labor Build,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100032156,"206,805.00",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,Automation Logic,5100032157,"139,500.00",PROJECT Mandays Supp,EC3V 1LP,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,Automation Logic,5100032160,"139,500.00",PROJECT Mandays Supp,EC3V 1LP,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,Automation Logic,5100032163,"161,760.00",PROJECT Mandays Supp,EC3V 1LP,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,EQUAL EXPERTS UK LTD,5100032167,"76,422.25",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,30/08/2023,SW Lic Sup Off shlf,CDIO - Core,RUNTIME COLLECTIVE T/A BRANDWATCH,5100032206,"61,775.76",SW Lic Sup Off shlf,BN1 1UJ,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays HMRC,Transformation DG & Programme Office,COGNIZANT,5100032240,"106,504.80",PROJECT Mandays HMRC,W2 6BD,,,,
HMRC,HMRC,30/08/2023,PROJECT Mandays Supp,CCG Transformation,CGI IT UK LTD,5100032241,"22,185.00",Contingent Labour Support,CF31 9AP,,,,
HMRC,HMRC,30/08/2023,Mail/pickup/del serv,Operational Excellence & Output Mgmt,Whistl Ltd,5100032302,"69,663.59",Mail/pickup/del serv,SL7 1TB,,,,
HMRC,HMRC,31/08/2023,Disposal Seized Gds,Fraud Investigation Service,BIFFA WASTE SERVICES LTD,5100032316,"25,212.40",Disposal Seized Gds,HP12 3TZ,,,,
HMRC,HMRC,31/08/2023,Non PFI serv non-VAT,Programme and Operational Delivery,ES GLOBAL LTD,5100032334,"89,223.10",Inland Border Facility - Running Costs,E2 9AG,,,,
HMRC,HMRC,31/08/2023,Cons COS 52 (Ir VAT),Transformation DG & Programme Office,McKINSEY & COMPANY,5100032335,"306,010.20",Cons COS 52 (Ir VAT),WC1A 1PB,,,,
HMRC,HMRC,31/08/2023,Digital printing,Group Controller,HH ASSOCIATES LTD,5100032344,"27,219.98",Digital Printing of Annual Report & Accounts,KT22 9DF,,,,
HMRC,HMRC,31/08/2023,Soft FM Services,Programme and Operational Delivery,SODEXO LTD,5100032351,"23,615.58",Inland Border Facility - Running Costs,M50 2UE,,,,
HMRC,HMRC,31/08/2023,Soft FM Services,Estates,SODEXO LTD,5100032376,"5,069.72",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,31/08/2023,Soft FM Services,Estates,SODEXO LTD,5100032376,"31,142.54",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,31/08/2023,PROJECT Mandays Supp,CDIO - Core,Mastek UK Ltd,5100032489,"791,913.13",PROJECT Mandays Supp,RG1 8BW,,,,
